pt,title,lokasi,is_urgent,gaji,pendidikan,level,link,tipe_pekerjaan,description,post_date
"PT Graha Esa","Accounting & Tax Staff","Jakarta Utara",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394320,"Tidak Disebutkan","<p>•	Min 1-3 years experience in Finance, Accounting &amp; Tax, Fresh Graduate are welcome to apply.
</p><p>•	S1 / D3 Degree of Finance, Accounting &amp; Tax (Preferable S1) 
</p><p>•	Have high motivation and honest
</p><p>•	Have a good analytical ability and problems solving
</p><p>•	Result and detail oriented
</p><p>•	Full time position available
</p><p>•	Willing to be placed in Jakarta Utara
</p><p><br></p>",2024-03-19T06:19:51.813454Z
"PT Majapahit Solusi Bersama","Admin Cashier - Tangerang",Tangerang,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394325,"Tidak Disebutkan","<p>Mengerti pengelolaan data menggunakan excel</p><p>Mengelola day to day Administrasi Gerai</p><p>Tidak bertindik bagi Laki-laki</p><p>Performance baik, tegas, lancar berkomunikasi, tanggap dan cekatan</p><p><br></p>",2024-03-19T07:32:56.463072Z
"PT Memori Netindo Jaya","Remote Personal Assistant",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1394329,"Tidak Disebutkan","<p><ol><li>Pendidikan minimal D3 jurusan Sekretari</li><li>Memiliki Pengalaman di bidang yang sama minimal 1 tahun</li><li>Disiplin dan dapat dipercaya dalam menangani informasi apapun</li><li>Memiliki kemampuan management waktu yang baik dan mampu bekerja secara fleksibel</li><li>Memiliki Profesionalitas kerja dalam sikap dan prilakuHanya jika Anda memenuhi Kriteria diatas, Ayo Apply sekarang juga !</li></ol></p>
",2024-03-19T08:51:48.674069Z
"PT Universal Eco Pasific","Corporate Support Officer","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394318,"Tidak Disebutkan","<ol><li>Minimal D3/S1 segala jurusan (teknik lingkungan menjadi nilai tambah)</li><li>Mempu mengoperasikan Ms. Office&nbsp;</li><li>Detail, teliti, dan rapi administrasi</li><li>Memiliki pengalaman min. 1 tahun di posisi yang sama (freshgraduate dipersilahkan melamar)</li><li>Dapat bekerja secara individual maupun tim</li></ol>",2024-03-19T04:53:11.750093Z
"PT Multi Bangun Abadi","Accounting XL Axiata","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394300,"Tidak Disebutkan","<ul><li>Pendidikan minimal D3 Akuntansi
</li><li>Memiliki 2 tahun pengalaman sebagai Staff Account Receivable / Staff Collection
</li><li>Teliti, bertanggung jawab, disiplin &amp; komunikatif
</li><li>Memiliki kemampuan mengoperasikan Microsoft Office (Excel &amp; Word)
</li><li>Mampu membuat dan memeriksa laporan piutang dengan rapi dan teliti
</li><li>Memiliki kemampuan analisis dan interpersonal
</li><li>Mampu bekerja dalam tim</li></ul>",2024-03-18T06:47:38.71847Z
"VIBE United","Talent Acquisition Specialist","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394297,"Tidak Disebutkan","<p>Pendidikan minimal D3</p><p>Pengalaman minimal 1 tahun</p><p>Kemampuan manajemen dan komunikasi yang kuat</p>",2024-03-18T04:57:42.556355Z
"PT Guna Bakti Unggul","Teknisi Injection",Tangerang,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]",Supervisor,https://karir.com//opportunities/1387156,"Tidak Disebutkan","<p></p><ul><li>Laki- laki
</li><li>Memiliki pengalaman min 1-2 tahun sebagai perbaikan molding
</li><li>Pendidikan S1/ D3 teknik atau yang relevan
</li><li>Lebih disukai memiliki sertivikasi ISO 9001 - 2015
</li><li>Dapat membaca drawing molding dan paham material pembuatan molding
</li><li>Mampu mengoperasikan mesin bubut, milling, las argon, mesin milling atau sleeve pin Injection</li><li>Memahami listrik, memahami molding dan mengetahui mesin injection</li><li>Menguasai excel, word, power point dll
</li><li>Paham mengenai flashing pada produk
</li><li>Paham mengenai tebal dan tipis produk
</li><li>Paham mengenai polesing molding
</li><li>Paham dan menguasai mengenai model gatting produk
</li><li>Bersedia mengikuti jam kerja Senin- Sabtu 08:00 - 17:00 WIB
</li><li>Dapat segera bergabung</li></ul><p></p>",2024-03-18T09:52:18.494503Z
"PT Daya Medika Pratama","Tax accountant",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1393060,"Tidak Disebutkan","<p>Untuk melamar posisi tax accountant umumnya dibutuhkan gelar di bidang akuntansi, keuangan, atau bidang lain yang relevan seperti administrasi bisnis dan bisnis. Sertifikasi Certified Public Accountants (CPA) dan Certified Management Accountants (CMA) menjadi nilai tambah dalam peran ini.
</p>
<p>Pengetahuan tentang prosedur akuntansi dan pembukuan menjadi kebutuhan seorang tax accountant. Mereka juga harus memiliki keakraban dengan perangkat lunak akuntansi seperti Accurate, Xero, dan Fresh Books. Selain itu, pengoperasian microsoft excel dan perhitungan matematika yang kuat sangat penting.
</p><p>Di samping itu, soft skill yang dibutuhkan tax accountant adalah keterampilan analitis, manajemen waktu yang sangat baik, dan perhatian yang tajam terhadap detail. Keterampilan dalam mengatasi masalah secara metodis dan pikiran yang terorganisir juga membantu kesuksesan tax accountant.&nbsp;</p>
",2024-03-18T05:45:52.987088Z
"PT Prima Karya Sarana Sejahtera",Resepsionis,"Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1385551,"Tidak Disebutkan","<p><ol><li>Status Outsourcing</li><li>Pria/Wanita.</li><li>Usia maksimal 25 tahun (belum berulang tahun ke 26).
</li><li>Belum menikah.
</li><li>Pendidikan minimal SMA/SMK sederajat.
</li><li>Tinggi Badan Min 160 cm &amp; Berat Badan proposional
</li><li>Memiliki pengalaman sebagai frontliner/resepsionis lebih disukai
</li><li>Mampu mengoperasikan Ms. office (word, excel, Powerpoint)</li><li>Fasih berbahasa Inggris.
</li><li>Bersedia ditempatkan di Jakarta Selatan.
</li></ol></p><br>
",2024-03-18T06:52:05.953705Z
"Yayasan Masjid Al Ikhlas","Guru Pendamping SD","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394296,"Tidak Disebutkan","<p><strong>Kualifikasi Umum:</strong></p><p><ol><li>Pendidikan Min. S1 Pend. Sekolah Dasar</li><li>Pengalaman mengajar Min. 1 tahun</li><li>Mampu membaca Al Qur'an dengan baik</li><li>Mampu Mengoperasikan komputer (Ms. Office)</li><li>Memiliki semangat kreatif dan inovatif&nbsp;</li><li>Mahir berorganisasi lebih disukai</li></ol><p><strong>Kualifikasi Khusus :&nbsp;</strong></p><p><ol><li>Memiliki Kemampuan mengajar usia Sekolah Dasar</li><li>Diutamakan Perempuan</li><li>Usia 22 s.d 30 Tahun</li><li>Berakhlakul Karimah</li><li>Domisili diutamakan di daerah Jakarta Selatan</li><li>Bersedia mulai mengajar dalam waktu dekat</li></ol></p><br></p>",2024-03-18T03:55:11.958543Z
"PT Imecon Teknindo","Sales Promotion Officer (Balikpapan)",Balikpapan,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1365997,"Tidak Disebutkan","<ol><li>Pria / Wanita
</li><li>Usia maksimal 35 tahun
</li><li>Pendidikan min SMA / SMK
</li><li>Memiliki pengalaman Min 1 tahun sebagai Sales (Home Appliance diutamakan) atau di bidang penjualan material building
</li><li>Mampu bekerja secara team maupun individual
</li><li>Memiliki inisiatif, disiplin, komunikatif, mampu bernegosiasi dan berorientasi pada target
</li><li>Berdedikasi dan loyalitas tinggi
</li><li>Bersedia utk canvasing
</li><li>Memiliki Motor &amp; SIM C (Di utamakan)
</li><li>Dapat bergabung secepatnya
</li><li>Bersedia bekerja sistem shift</li><li>Penempatan untuk area Balikpapan</li></ol>",2024-03-18T02:34:18.488496Z
"PT Tata Karya Gemilang","Staff Legal & GA",Yogyakarta,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1350593,"Tidak Disebutkan","<ul>
	<li>Pria</li>
	<li>S1 Hukum</li>
	<li>Pengalaman minimal 2 tahun pada perusahaan atau Legal Officer</li>
	<li>Mempunyai pengetahuan tentang hukum serta peraturan negara yang berlaku</li>
	<li>Menguasai tentang UU Ketenagakerjaan serta UU Cipta Kerja beserta turunannya</li>
	<li>Menguasai tentang perijinan serta legalitas perusahaan</li>
	<li>Mempunyai kemampuan komunikasi serta negosiasi yang baik</li>
	<li>Mempunyai kemampuan analisa yang baik</li>
	<li>Dapat melakukan pekerjaan secara administrasi serta detail</li>
	<li>Mampu bekerja di bawah tekanan, pekerja keras, berorientasi pada target dan waktu</li>
</ul>
",2024-03-18T06:58:54.287747Z
"PT Sejahtera Mitra Solusi","Frontend Developer","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394299,"Tidak Disebutkan","<ul><li>Pendidikan S1 Teknik Informatika/Sistem Informasi (Terbuka untuk Fresh Graduate)</li><li>Memiliki pengalaman sebagai Frontend Developer lebih diutamakan</li><li>Memahami pemrograman Javascript (React Native &amp; Vue.Js), Typescript</li><li>Familiar dengan database MySQL</li><li>Memiliki kemampuan komunikasi yang baik dan mudah beradaptasi</li><li>Penempatan: Kantor Pusat Adira Finance, Jakarta</li></ul>",2024-03-18T06:03:02.612567Z
"PT Queen S","HOUSE KEEPING","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394305,"Tidak Disebutkan","<p>Bersedia bekerja dengan Shift.</p><p>Diutamakan yang berdomisili di Jakarta</p><p>Bersedia bekerja lembur jika diperlukan</p><p>Bersedia ditempatkan di semua cabang hotel milik perusahaan</p><p><br></p>",2024-03-18T07:13:32.397184Z
"PT Hokinda Citralestari","Staff Research & Development",Medan,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1357312,"Tidak Disebutkan","<ul><li>S1 Teknik Elektronika/ Teknik mesin/ Teknik Industri</li><li>Kreatif dan menyukai inovasi</li><li>Menguasai Autocad</li><li>Tidak buta warna</li></ul><p><strong>Benefit:</strong></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Training</li><li>Jenjang Karir</li></ul>",2024-03-18T01:46:06.254599Z
"PT Prima Karya Sarana Sejahtera",Administrasi,"Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394301,"Tidak Disebutkan","<p><ol><li>Status Outsourcing
</li><li>Pria</li><li>Usia maksimal 25 Tahun (belum berulang tahun ke 26)
</li><li>Pendidikan minimal D3/S1 Semua Jurusan
</li><li>IPK minimal 3.00/4.00
</li><li>Menguasai pengolahan data menggunakan <strong>Ms Excel (Vlookup, Hlookup, Pivot, If, dll)</strong></li><li>Memiliki pengalaman sebagai dibidang yang sama lebih disukai
</li><li>Domisili Jakarta &amp; Sekitarnya
</li><li>Penempatan Rasunda Said, Jakarta Selatan</li></ol></p>",2024-03-18T06:48:59.754557Z
"PT Hokinda Citralestari","Supervisor Sales Jakarta Barat","Jakarta Barat",false,LABEL_COMPETITIVE_SALARY,"[""D3""]",Supervisor,https://karir.com//opportunities/1357308,"Tidak Disebutkan","<ul><li>Min. D3 Semua Jurusan</li><li>Mampu berkomunikasi dengan baik</li><li>Memiliki SIM A dan menguasai wilayah Jabodetabek</li><li>Berpengalaman memimpin tim sales</li></ul><p><strong>Benefit :</strong></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Insentif Penjualan</li><li>Training</li><li>Jenjang Karir</li><li>Car Ownership Programme &amp; House Ownership Programme</li></ul>",2024-03-18T03:58:11.164715Z
"PT Daya Medika Pratama","Back-end developer",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1390930,"Tidak Disebutkan","<p>Daily to-do list will include:
</p>
<p>building high-quality reusable code,
</p><p>developing functional and sustainable applications,
</p><p>constantly striving to optimise performance and debugging,
</p><p>being involved and participating in the overall application lifecycle,
</p><p>defining and communicating technical and design requirements,
</p><p>constantly learning and trying new technologies.
</p><p>Our technology stack:
</p><p>Java and Kotlin,
</p><p>Spring Boot,
</p><p>Maven,
</p><p>Git, GitLab,
</p><p>Continuous integration tools (Jenkins, TeamCity …),
</p><p>Profilers (YourKit …),
</p><p>OpenEHR.
</p><p>Skills you need to excel at this job:
</p><p>experience in Java,
</p><p>passion for learning, growth, and complex challenges,
</p><p>teamwork and collaboration skills,
</p><p>English language.</p>

",2024-03-18T05:45:43.904588Z
"PT Hokinda Citralestari",Salesman,"Jakarta Barat",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1390906,"Tidak Disebutkan","<ul><li>Minimal SMA / sederajat
</li><li>Mampu berkomunikasi dengan baik
</li><li>Memiliki SIM C dan menguasai rute jalan
</li><li>Umur maksimal 35 tahun
</li><li>Wajib Kunjungan 12 toko / hari
</li><li>Penempatan di Jabodetabek (sesuai domisili)</li></ul><p><strong>Benefit:
</strong></p><ul><li>Tunjangan Transport &amp; Tunjangan Makan</li><li>BPJS
</li><li>Insentif Penjualan
</li><li>Training
</li><li>Jenjang Karir</li></ul>
",2024-03-18T03:59:28.214263Z
"PT Handal Guna Sarana",Drafter,"Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1394311,"Tidak Disebutkan","<p><ul><li>Minimal D3 Drafter, Designer Interior, Teknik Sipil, Arsitektur</li><li>Mampu AutoCAD, Sketch Up, Corel Draw, Adobe Photoshop, Adobe Illustrator, SolidWorks, REVIT</li><li>Pengalaman kerja diposisi yang sama 1 tahun</li><li>Memahami Prinsip Desain dan Konstruksi</li></ul></p>",2024-03-18T10:56:36.370706Z
"Yayasan Abdi Karya",Direktur,Tangerang,false,LABEL_COMPETITIVE_SALARY,"[""S2""]",Direktur,https://karir.com//opportunities/1361728,"Tidak Disebutkan","<p>Profesi Dokter dan S2 Managenemt RS&nbsp; / Dokter Spesialis</p><p>Diutamakan pengalaman min. 2 tahun sebagai Direktur di Rumah Sakit<br></p><p>Diutamakan pengalaman menghandle RS yang bekerja sama dengan BPJS</p><p>Memiliki Leadership dan Manajemen yang baik</p><p>Mempunyai Skil Komunikasi dan Negosiasi yang bagus</p><p>Mampu melaksanakan Controling, Monitoring, dan Evaluasi yang baik</p><p>Memiliki Kepribadian dan teladan yang baik</p><p>Cepat dan tepat dalam mengambik keputusan</p><p>Berani mengambil resiko dan tantangan</p>",2024-03-18T05:30:42.695726Z
"PT Tata Karya Gemilang","Staff Payroll",Yogyakarta,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394306,"Tidak Disebutkan","<p><ul><li>Pria / Wanita</li><li>Pendidikan minimal S1 Akuntansi</li><li>Umur maksimal 35 tahun</li><li>Mempunyai kemampuan analisa yang baik</li><li>Mampu mengerjakan pekerjaan yang bersifat administratif secara teliti</li><li>Memahami tentang proses payroll/penggajian
</li><li>Mengetahui cara perhitungan upah lembur</li><li>Mampu bekerja dengan tenggat waktu</li><li>Siap bekerja dibawah tekanan</li><li>Berpengalaman dibidang yang sama lebih diutamakan.</li></ul></p>",2024-03-18T07:57:09.523787Z
"PT Sejahtera Mitra Solusi","Admin Internship","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394308,"Tidak Disebutkan","<ul><li>Final year student/ fresh graduate, preferably from Management</li><li>Willing to join 6 months full time internship</li><li>Willing to be placed at Jakarta Pusat</li></ul>",2024-03-18T08:35:20.001414Z
"PT Hokinda Citralestari","Salesman Palembang",Palembang,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1390903,"Tidak Disebutkan","<ul><li>Minimal SMA / sederajat
</li><li>Mampu berkomunikasi dengan baik
</li><li>Memiliki SIM C dan menguasai rute jalan
</li><li>Umur maksimal 35 tahun
</li><li>Wajib Kunjungan 12 toko / hari
</li><li>Penempatan di Palembang</li></ul><p><strong>Benefit:
</strong></p><ul><li>Tunjangan Transport &amp; Tunjangan Makan</li><li>BPJS
</li><li>Insentif Penjualan
</li><li>Training
</li><li>Jenjang Karir</li></ul>
",2024-03-18T03:59:21.794271Z
"PT Sarana Insan Sejahtera",SEKRETARIS,"Jakarta Utara",false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1394304,"Tidak Disebutkan","<ol><li>Perempuan</li><li>Pendidikan Min. D3 Sekretaris</li><li>Usia maksimal 35 Tahun</li><li>Menguasai Ms. Office</li><li>Mampu bekerja cekatan, teliti, jujur dan bertanggung jawab</li><li>Memiliki komunikasi yang baik <br></li><li>Penempatan Jakarta Utara<br></li></ol>",2024-03-18T07:09:26.150061Z
"A Big Group of Companies","Sales Food - Mangga Besar","Jakarta Barat",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394295,"Tidak Disebutkan","<p>•&nbsp;&nbsp;&nbsp; Pria, usia max. 40 thn</p><p>•&nbsp;&nbsp;&nbsp; Pengalaman sebagai Sales B2B / retail Farmasi</p><p>•&nbsp;&nbsp;&nbsp; Pendidikan D3 / S1 Kimia atau Farmasi (boleh fresh graduate)</p><p>•&nbsp;&nbsp;&nbsp; Memiliki komunikasi yang baik dan presentasi yang baik</p><p>•&nbsp;&nbsp;&nbsp; Memiliki motor sendiri dan SIM C</p><p>•&nbsp;&nbsp;&nbsp; Memiliki passion dalam bekerja sebagai Sales</p><p>•&nbsp;&nbsp;&nbsp; Berdomisili di Jakarta dan sekitarnya </p>",2024-03-18T03:20:34.243714Z
"PT Guna Bakti Unggul","Admin Gudang dan Logistik","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394288,"Tidak Disebutkan","<p><ul><li>Pendidikan Minimal SMA/SMK / S1 (Manajemen / Akutansi)</li><li>Maksimal usia 28 Tahun</li><li>Ingin bekerja serius dan menyukai pekerjaan administrasi
</li><li>Disukai memiliki pengalaman sebagai admin Logistik dan Warehouse minimal 1 tahun, fresh graduate di persilakan melamar
</li><li>Dress neatly &amp; Attractive
</li><li>Mampu berkomunikasi dengan baik
</li><li>Menguasai Ms. Office (Excel, Word dan Power Point)
</li><li>Mahir dalam menggunakan rumus Excel (Vlookup, Hlookup, Pivot Table)</li><li>Mampu bekerja dengan deadline, teliti, rapi dan berkomitmen</li><li>Rapih dalam melakukan filing dokumen
</li><li>Dapat bekerja secara individu maupun team
</li><li>Penempatan Jakarta Utara - Penjaringan</li></ul></p>",2024-03-18T02:33:38.633784Z
"PT Hokinda Citralestari","Staff Admin",Medan,false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1357306,"Tidak Disebutkan","<ul><li>Min. SMA / D3 / S1 Semua Jurusan</li><li>Menyukai pekerjaan administrasi</li></ul><p><strong>&nbsp;Benefit:</strong></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Training</li><li>Jenjang Karir</li></ul>",2024-03-18T03:37:48.690108Z
"PT Hokinda Citralestari","Staff HRD",Medan,true,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1388393,"Tidak Disebutkan","<p><ul><li>S1 Semua Jurusan, diutamakan jurusan Management / Psikologi</li><li>Pengalaman kerja menjadi nilai plus</li></ul></p><p><strong>&nbsp;Benefit:
</strong></p><p><ul><li>Tunjangan Makan &amp; Transport
</li><li>BPJS
</li><li>Bonus Performance
</li><li>Training
</li><li>Jenjang Karir</li></ul></p>
",2024-03-18T03:59:04.976328Z
"PT Hokinda Citralestari","Salesman Medan",Medan,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1390899,"Tidak Disebutkan","<ul><li>Minimal SMA / sederajat
</li><li>Mampu berkomunikasi dengan baik
</li><li>Memiliki SIM C dan menguasai rute jalan
</li><li>Umur maksimal 35 tahun
</li><li>Wajib Kunjungan 12 toko / hari
</li><li>Penempatan di Medan</li></ul><p><strong>Benefit:
</strong></p><ul><li>Tunjangan Transport &amp; Tunjangan Makan</li><li>BPJS
</li><li>Insentif Penjualan
</li><li>Training
</li><li>Jenjang Karir</li></ul>
",2024-03-18T03:59:12.177118Z
"PT IT Service Centre","Teknisi Komputer Pekanbaru",Pekanbaru,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394291,"Tidak Disebutkan","<p>Penempatan di Pekanbaru
</p>
<p>Memiliki pengalaman mengatasi masalah hardware komputer&nbsp;</p>",2024-03-18T03:09:10.623133Z
"PT IT Service Centre","Admin CS Pekanbaru",Pekanbaru,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394294,"Tidak Disebutkan","<p>Perempuan</p><p>Teliti</p><p>Pengalaman menghadapi customer / pelayanan customer
</p>
<p>Penempatan di Pekanbaru</p>",2024-03-18T03:16:09.519214Z
"SIMU Indonesia","Admin Warehouse","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394303,"Tidak Disebutkan","<p>- pria</p><p>- ⁠minimum pendidikan SMU/SMA</p><p>- ⁠berpengalaman kerja minimal 2 tahun</p><p>- ⁠dapat mengoperasikan komputer</p><p>- ⁠berdomisili di depok</p>",2024-03-18T07:06:03.948077Z
"PT Shelter Nusantara","Admin Produksi",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394290,"Tidak Disebutkan","- Laki - laki usia max 30 tahun<p>- Pendidikan minimal SMA/SMK</p><p>- Memiliki pengalaman sebagai Admin</p><p>- Penempatan Surabaya</p>",2024-03-18T02:54:56.483808Z
"PT Hokinda Citralestari","Auditor Sistem",Medan,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1357304,"Tidak Disebutkan","<ul><li>S1 Teknik Industri / Akuntansi</li><li>Mampu melakukan Audit Internal Sistem sesuai ISO 9001</li><li>Memiliki daya telusur dan analisa yang baik</li><li>Pernah mengikuti training ISO 9001 menjadi nilai plus</li></ul><p><strong>Benefit:</strong></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Training</li><li>Jenjang Karir</li><li>Car Ownership Programme &amp; House Ownership Programme</li></ul>",2024-03-18T03:57:37.090391Z
"PT Hokinda Citralestari","Supervisor Production Planning",Medan,false,LABEL_COMPETITIVE_SALARY,"[""S1""]",Supervisor,https://karir.com//opportunities/1357301,"Tidak Disebutkan","<ul><li>S1 Teknik Industri</li><li>Mampu menyusun Perencanaan Produksi untuk kebutuhan orang dan material yang efektif</li><li>Pengalaman min. 2 tahun di bidang yang sama</li><li>Memiliki kemampuan analisa dan monitoring yang baik</li></ul><br><p><strong>Benefit:</strong></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Training</li><li>Jenjang Karir</li><li>Car Ownership Programme &amp; House Ownership Programme</li></ul>",2024-03-18T03:57:52.964975Z
"PT Elabram Systems","Sales Engineer (Mining Equipment/Heavy Machinery)","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394313,"Tidak Disebutkan","<p><ul><li>Has product knowledge and sales experience in selling products or heavy machinery for Mining industries; Blast Hole Drilling, Breakers, Drilling Tools, Mining Equipment, Construction Equipment, Surface Mining, etc.</li><li>Can drive car and possess a Driver's License&nbsp;</li><li>Owns vehicle for visits within the Jakarta areas</li></ul></p>",2024-03-18T20:00:36.42491Z
"PT Hokinda Citralestari","Supply Chain Management",Medan,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1357316,"Tidak Disebutkan","<ul><li>S1 Teknik Mesin / Teknik Elektro / Teknik Industri</li><li>Mampu menganalisa dan memiliki daya telusur yang baik</li><li>Menyukai pekerjaan lapangan</li><li>Mampu belajar bisnis proses di perusahaan</li><li>Mempunyai pengalaman kerja di perusahaan manufacturing</li><li>Tidak Buta warna</li></ul><p><strong>Benefit:</strong></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Training</li><li>Jenjang Karir</li><li>Car Ownership Programme &amp; House Ownership Programme</li></ul>",2024-03-18T03:58:53.088353Z
"PT Jakarta Digital Nusantara","HR Officer","Jakarta Barat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Staf Senior",https://karir.com//opportunities/1394293,"Tidak Disebutkan","<p><strong>Kualifikasi :
</strong></p>
<p><ul><li>Lulusan S1 Psikologi, Manajemen SDM
</li><li>Usia maksimal 27 tahun
</li><li>Memiliki pengalaman kerja/ intern sebagai HR lebih diutamakan
</li><li>Memahami sistem BPJS Ketenagakerjaan dan Kesehatan
</li><li>Memahami undang-undang ketenagakerjaan, sistem penggajian dll
</li><li>Memiliki pengetahuan mengenai prosedur dan proses rekrutmen
</li><li>Mampu bekerja secara individu maupun tim
</li><li>Mampu bekerja di bawah tekanan
</li><li>Terbiasa mengoperasikan Google Spreadsheet, Google Docs dll</li></ul></p>",2024-03-18T03:13:15.897838Z
"PT Daya Medika Pratama","Microsoft Dynamics AX / 365 ERP - Konsultan fungsional",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1393058,"Tidak Disebutkan","<p>You are
</p>
<p>You are a natural born consultant: someone who quickly understands a customer’s needs and can translate these in crystal clear user specifications.
</p><p>You are proactive and can work independently
</p><p>You are an excellent communicator and have acquired profound presentation skills.
</p><p>You are a dynamic team player with a great sense of responsibility
</p><p>You are goal-oriented and can work under pressure
</p><p>You have
</p><p>A bachelor’s or university degree in computer science, business engineering or equivalent.
</p><p>You have an in-depth knowledge and understanding of the Dynamics 365 for Finance and Operations or Dynamics AX processes
</p><p>Knowledge about the Dynamics 365 ecosystem
</p><p>High level of initiative, accountability, and an eye for quality.
</p><p>Language knowledge: Good knowledge of English. Knowledge of other languages is a plus.
</p><p>Location
</p><p>Home office is in Bandung.
</p><p>Willingness to travel both in Jakarta and outside can be an added value.</p>












",2024-03-18T05:45:57.232581Z
